date,value
2015-01-01,1.0
2015-01-02,1.004681312625119
2015-01-03,1.0180168087540205
2015-01-04,1.0379619819957169
2015-01-05,1.0613704812988178
2015-01-06,1.084357813216653
2015-01-07,1.1027572245469512
2015-01-08,1.1126206749408472
2015-01-09,1.110712576764911
2015-01-10,1.094943840993235
2015-01-11,1.0646987849421752
2015-01-12,1.02101720753488
2015-01-13,0.9666075490361418
2015-01-14,0.905683281526672
2015-01-15,0.8436320200585254
2015-01-16,0.7865436743588728
2015-01-17,0.7406386732810946
2015-01-18,0.711648457170547
2015-01-19,0.7042069209541557
2015-01-20,0.7213125903831307
2015-01-21,0.7639167973082804
2015-01-22,0.8306832718732446
2015-01-23,0.9179501700469281
2015-01-24,1.0199078166904811
2015-01-25,1.1289859104657505
2015-01-26,1.2364243473138183
2015-01-27,1.3329839576217832
2015-01-28,1.4097389864107979
2015-01-29,1.4588834762732776
2015-01-30,1.4744798418483518
2015-01-31,1.4530803597752642
2015-02-01,1.3941609966981061
2015-02-02,1.3003213600946517
2015-02-03,1.1772234669853796
2015-02-04,1.0332639407384208
2015-02-05,0.8789973222153813
2015-02-06,0.7263504291026625
2015-02-07,0.5876871528014151
2015-02-08,0.47479797945968083
2015-02-09,0.39789744937681903
2015-02-10,0.3647148004293921
2015-02-11,0.3797578241813304
2015-02-12,0.44381776210059887
2015-02-13,0.553764753727523
2015-02-14,0.7026603315513635
2015-02-15,0.8801875839354067
2015-02-16,1.0733730057569577
2015-02-17,1.2675489612745159
2015-02-18,1.447484248362509
2015-02-19,1.5985943650326209
2015-02-20,1.7081341947899484
2015-02-21,1.7662748420110068
2015-02-22,1.7669735104172832
2015-02-23,1.7085601961588486
2015-02-24,1.593986477192653
2015-02-25,1.4307081638722674
2015-02-26,1.230202929192261
2015-02-27,1.0071538829951014
2015-02-28,0.7783579338821549
2015-03-01,0.5614413598201673
2015-03-02,0.3734822670626766
2015-03-03,0.2296490321208947
2015-03-04,0.14196449324198568
2015-03-05,0.1182973944199408
2015-03-06,0.16166592795882406
2015-03-07,0.269914410588443
2015-03-08,0.4357950069551658
2015-03-09,0.6474542863338262
2015-03-10,0.8892918420951437
2015-03-11,1.1431278633100659
2015-03-12,1.3895909177461356
2015-03-13,1.6096184222989187
2015-03-14,1.7859519416270615
2015-03-15,1.9045084971874733
2015-03-16,1.9555176612197385
2015-03-17,1.9343317522244206
2015-03-18,1.8418416058836844
2015-03-19,1.6844612040147158
2015-03-20,1.473678465332501
2015-03-21,1.2252040176743553
2015-03-22,0.9577820043871219
2015-03-23,0.691754316357955
2015-03-24,0.4474898537896528
2015-03-25,0.24380183957144197
2015-03-26,0.09647786202171893
2015-03-27,0.017039035646246314
2015-03-28,0.011827053241556529
2015-03-29,0.08149233524462263
2015-03-30,0.22092498331020982
2015-03-31,0.41963532022327577
2015-04-01,0.6625552362888834
2015-04-02,0.9311982103263007
2015-04-03,1.2050874061836772
2015-04-04,1.46333994919256
2015-04-05,1.6862830727162845
2015-04-06,1.8569752910961148
2015-04-07,1.9625133056432278
2015-04-08,1.9950223776853928
2015-04-09,1.9522530382373362
2015-04-10,1.837738228319833
2015-04-11,1.660499771391943
2015-04-12,1.4343286804546886
2015-04-13,1.1766973502684415
2015-04-14,0.9073905055154096
2015-04-15,0.6469635824991549
2015-04-16,0.41515030060914127
2015-04-17,0.22934452394850624
2015-04-18,0.10327490360105729
2015-04-19,0.04597480846907498
2015-04-20,0.061126029283285255
2015-04-21,0.14682464702887366
2015-04-22,0.2957837405224637
2015-04-23,0.4959529905752922
2015-04-24,0.7315024960339571
2015-04-25,0.9840898546073527
2015-04-26,1.2343080024589235
2015-04-27,1.4631981166661185
2015-04-28,1.6537080408122775
2015-04-29,1.7919824110694387
2015-04-30,1.8683853800952033
2015-05-01,1.8781792801161674
2015-05-02,1.8218108457270548
2015-05-03,1.704788391358757
2015-05-04,1.5371660120235238
2015-05-05,1.3326818103272136
2015-05-06,1.1076238819613295
2015-05-07,0.8795182214546879
2015-05-08,0.6657452830409193
2015-05-09,0.48219574933386866
2015-05-10,0.34207094756121115
2015-05-11,0.2549198621012182
2015-05-12,0.22598404914790904
2015-05-13,0.25589575457970304
2015-05-14,0.34074536902747987
2015-05-15,0.47250444739858055
2015-05-16,0.6397623173575728
2015-05-17,0.8287100659143439
2015-05-18,1.0242873249944824
2015-05-19,1.2113961607335892
2015-05-20,1.3760832716606206
2015-05-21,1.5065967086677534
2015-05-22,1.5942358655340978
2015-05-23,1.6339323631005516
2015-05-24,1.6245229721619705
2015-05-25,1.568701847254394
2015-05-26,1.4726658580845278
2015-05-27,1.3454915028125272
2015-05-28,1.1983027604567469
2015-05-29,1.0433046428347765
2015-05-30,0.8927659873198964
2015-05-31,0.7580366185969081
2015-06-01,0.6486784465652775
2015-06-02,0.5717780063676677
2015-06-03,0.531490568130217
2015-06-04,0.5288448553874734
2015-06-05,0.5618144982022797
2015-06-06,0.6256396079200196
2015-06-07,0.7133612327057006
2015-06-08,0.8165146480425574
2015-06-09,0.9259157971986585
2015-06-10,1.0324695892102889
2015-06-11,1.1279295096224518
2015-06-12,1.2055448656875118
2015-06-13,1.2605442083143332
2015-06-14,1.2904198318901166
2015-06-15,1.294997198126693
2015-06-16,1.2762929157757825
2015-06-17,1.2381837527286428
2015-06-18,1.185925400912626
2015-06-19,1.1255719646349391
2015-06-20,1.0633543927939988
2015-06-21,1.0050777872494334
2015-06-22,0.9555936660164593
2015-06-23,0.9183943175930086
2015-06-24,0.895363282338111
2015-06-25,0.8867000326023785
2015-06-26,0.8910196309760914
2015-06-27,0.9056111603815862
2015-06-28,0.9268236248011312
2015-06-29,0.9505362044465054
2015-06-30,0.9726622834924977
2015-07-01,0.9896342063487736
2015-07-02,0.998818442035538
2015-07-03,0.9988184420355383
2015-07-04,0.9896342063487742
2015-07-05,0.9726622834924981
2015-07-06,0.9505362044465064
2015-07-07,0.9268236248011321
2015-07-08,0.9056111603815868
2015-07-09,0.8910196309760917
2015-07-10,0.8867000326023785
2015-07-11,0.8953632823381104
2015-07-12,0.9183943175930074
2015-07-13,0.9555936660164576
2015-07-14,1.0050777872494314
2015-07-15,1.063354392793998
2015-07-16,1.1255719646349367
2015-07-17,1.1859254009126239
2015-07-18,1.238183752728641
2015-07-19,1.276292915775782
2015-07-20,1.2949971981266928
2015-07-21,1.2904198318901172
2015-07-22,1.260544208314335
2015-07-23,1.2055448656875145
2015-07-24,1.1279295096224529
2015-07-25,1.0324695892102904
2015-07-26,0.9259157971986628
2015-07-27,0.8165146480425617
2015-07-28,0.7133612327057045
2015-07-29,0.6256396079200206
2015-07-30,0.5618144982022804
2015-07-31,0.528844855387474
2015-08-01,0.5314905681302162
2015-08-02,0.5717780063676654
2015-08-03,0.6486784465652762
2015-08-04,0.7580366185969063
2015-08-05,0.8927659873198907
2015-08-06,1.0433046428347703
2015-08-07,1.1983027604567407
2015-08-08,1.3454915028125252
2015-08-09,1.472665858084526
2015-08-10,1.568701847254391
2015-08-11,1.6245229721619692
2015-08-12,1.6339323631005525
2015-08-13,1.5942358655340987
2015-08-14,1.5065967086677579
2015-08-15,1.3760832716606266
2015-08-16,1.2113961607335963
2015-08-17,1.0242873249944902
2015-08-18,0.8287100659143467
2015-08-19,0.63976231735758
2015-08-20,0.47250444739858666
2015-08-21,0.3407453690274843
2015-08-22,0.25589575457970537
2015-08-23,0.22598404914790893
2015-08-24,0.2549198621012143
2015-08-25,0.3420709475612066
2015-08-26,0.48219574933386644
2015-08-27,0.6657452830409112
2015-08-28,0.8795182214546847
2015-08-29,1.1076238819613144
2015-08-30,1.332681810327205
2015-08-31,1.537166012023521
2015-09-01,1.7047883913587512
2015-09-02,1.8218108457270534
2015-09-03,1.878179280116166
2015-09-04,1.868385380095205
2015-09-05,1.7919824110694402
2015-09-06,1.6537080408122844
2015-09-07,1.4631981166661245
2015-09-08,1.2343080024589363
2015-09-09,0.9840898546073629
2015-09-10,0.7315024960339607
2015-09-11,0.49595299057530096
2015-09-12,0.2957837405224686
2015-09-13,0.14682464702887998
2015-09-14,0.06112602928328725
2015-09-15,0.045974808469074646
2015-09-16,0.10327490360105374
2015-09-17,0.22934452394850202
2015-09-18,0.41515030060913005
2015-09-19,0.6469635824991449
2015-09-20,0.9073905055154057
2015-09-21,1.1766973502684308
2015-09-22,1.4343286804546818
2015-09-23,1.6604997713919318
2015-09-24,1.837738228319827
2015-09-25,1.9522530382373349
2015-09-26,1.9950223776853928
2015-09-27,1.9625133056432298
2015-09-28,1.8569752910961221
2015-09-29,1.6862830727162925
2015-09-30,1.4633399491925634
2015-10-01,1.2050874061836914
2015-10-02,0.9311982103263081
2015-10-03,0.6625552362888971
2015-10-04,0.41963532022328465
2015-10-05,0.22092498331021226
2015-10-06,0.08149233524462829
2015-10-07,0.011827053241557417
2015-10-08,0.017039035646244094
2015-10-09,0.09647786202171438
2015-10-10,0.24380183957143942
2015-10-11,0.4474898537896407
2015-10-12,0.691754316357948
2015-10-13,0.9577820043871215
2015-10-14,1.2252040176743448
2015-10-15,1.4736784653324977
2015-10-16,1.6844612040147058
2015-10-17,1.841841605883681
2015-10-18,1.9343317522244203
2015-10-19,1.955517661219739
2015-10-20,1.9045084971874746
2015-10-21,1.7859519416270697
2015-10-22,1.6096184222989243
2015-10-23,1.389590917746139
2015-10-24,1.143127863310076
2015-10-25,0.8892918420951472
2015-10-26,0.6474542863338383
2015-10-27,0.43579500695517104
2015-10-28,0.2699144105884449
2015-10-29,0.16166592795882728
2015-10-30,0.11829739441994103
2015-10-31,0.14196449324198246
2015-11-01,0.2296490321208915
2015-11-02,0.3734822670626742
2015-11-03,0.5614413598201591
2015-11-04,0.7783579338821502
2015-11-05,1.0071538829950895
2015-11-06,1.2302029291922552
2015-11-07,1.430708163872266
2015-11-08,1.5939864771926477
2015-11-09,1.7085601961588468
2015-11-10,1.766973510417282
2015-11-11,1.7662748420110077
2015-11-12,1.708134194789949
2015-11-13,1.5985943650326262
2015-11-14,1.4474842483625125
2015-11-15,1.2675489612745259
2015-11-16,1.0733730057569641
2015-11-17,0.8801875839354083
2015-11-18,0.7026603315513702
2015-11-19,0.5537647537275256
2015-11-20,0.44381776210060353
2015-11-21,0.37975782418133175
2015-11-22,0.36471480042939197
2015-11-23,0.3978974493768168
2015-11-24,0.4747979794596787
2015-11-25,0.5876871528014083
2015-11-26,0.7263504291026575
2015-11-27,0.8789973222153791
2015-11-28,1.0332639407384148
2015-11-29,1.1772234669853767
2015-11-30,1.300321360094646
2015-12-01,1.3941609966981034
2015-12-02,1.4530803597752637
2015-12-03,1.4744798418483518
2015-12-04,1.4588834762732783
2015-12-05,1.4097389864108012
2015-12-06,1.3329839576217863
2015-12-07,1.2364243473138194
2015-12-08,1.1289859104657551
2015-12-09,1.0199078166904838
2015-12-10,0.9179501700469332
2015-12-11,0.8306832718732473
2015-12-12,0.7639167973082811
2015-12-13,0.7213125903831319
2015-12-14,0.7042069209541559
2015-12-15,0.7116484571705461
2015-12-16,0.7406386732810932
2015-12-17,0.7865436743588721
2015-12-18,0.8436320200585228
2015-12-19,0.9056832815266704
2015-12-20,0.9666075490361385
2015-12-21,1.0210172075348782
2015-12-22,1.0646987849421747
2015-12-23,1.0949438409932342
2015-12-24,1.1107125767649109
2015-12-25,1.1126206749408474
2015-12-26,1.1027572245469517
2015-12-27,1.0843578132166531
2015-12-28,1.061370481298819
2015-12-29,1.0379619819957175
2015-12-30,1.0180168087540216
2015-12-31,1.0046813126251195
2016-01-01,1.0
2016-01-02,1.0046813126251188
2016-01-03,1.0180168087540202
2016-01-04,1.0379619819957158
2016-01-05,1.061370481298817
2016-01-06,1.0843578132166525
2016-01-07,1.1027572245469504
2016-01-08,1.1126206749408472
2016-01-09,1.1107125767649115
2016-01-10,1.094943840993236
2016-01-11,1.0646987849421758
2016-01-12,1.0210172075348822
2016-01-13,0.9666075490361432
2016-01-14,0.9056832815266755
2016-01-15,0.8436320200585276
2016-01-16,0.7865436743588735
2016-01-17,0.7406386732810963
2016-01-18,0.7116484571705476
2016-01-19,0.7042069209541555
2016-01-20,0.7213125903831296
2016-01-21,0.7639167973082794
2016-01-22,0.830683271873241
2016-01-23,0.9179501700469256
2016-01-24,1.0199078166904751
2016-01-25,1.1289859104657463
2016-01-26,1.2364243473138166
2016-01-27,1.3329839576217792
2016-01-28,1.409738986410796
2016-01-29,1.4588834762732756
2016-01-30,1.474479841848352
2016-01-31,1.4530803597752648
2016-02-01,1.3941609966981097
2016-02-02,1.3003213600946548
2016-02-03,1.1772234669853805
2016-02-04,1.0332639407384268
2016-02-05,0.8789973222153835
2016-02-06,0.7263504291026692
2016-02-07,0.5876871528014186
2016-02-08,0.4747979794596815
2016-02-09,0.39789744937682126
2016-02-10,0.3647148004293922
2016-02-11,0.37975782418132853
2016-02-12,0.4438177621005964
2016-02-13,0.5537647537275219
2016-02-14,0.7026603315513569
2016-02-15,0.8801875839354029
2016-02-16,1.0733730057569484
2016-02-17,1.2675489612745108
2016-02-18,1.4474842483625077
2016-02-19,1.5985943650326155
2016-02-20,1.7081341947899467
2016-02-21,1.7662748420110053
2016-02-22,1.7669735104172841
2016-02-23,1.708560196158849
2016-02-24,1.5939864771926588
2016-02-25,1.4307081638722714
2016-02-26,1.2302029291922723
2016-02-27,1.0071538829951077
2016-02-28,0.7783579338821567
2016-02-29,0.5614413598201756
2016-03-01,0.37348226706267895
2016-03-02,0.22964903212090093
2016-03-03,0.14196449324198712
2016-03-04,0.1182973944199407
2016-03-05,0.16166592795882107
2016-03-06,0.2699144105884409
2016-03-07,0.4357950069551557
2016-03-08,0.6474542863338199
2016-03-09,0.8892918420951401
2016-03-10,1.1431278633100557
2016-03-11,1.3895909177461323
2016-03-12,1.609618422298908
2016-03-13,1.7859519416270577
2016-03-14,1.9045084971874722
2016-03-15,1.9555176612197376
2016-03-16,1.934331752224422
2016-03-17,1.841841605883691
2016-03-18,1.6844612040147209
