date,value
2015-01-01,1.0
2015-01-02,1.0000074115556652
2015-01-03,1.0000285288291755
2015-01-04,1.000060125986833
2015-01-05,1.000097235096035
2015-01-06,1.0001337155607588
2015-01-07,1.0001629690309128
2015-01-08,1.0001787268965612
2015-01-09,1.0001758291360274
2015-01-10,1.0001509127167958
2015-01-11,1.0001029350849335
2015-01-12,1.0000334729301592
2015-01-13,0.9999467571078077
2015-01-14,0.9998494294930373
2015-01-15,0.9997500343830019
2015-01-16,0.9996582833830906
2015-01-17,0.9995841560537754
2015-01-18,0.9995369167230325
2015-01-19,0.9995241389855962
2015-01-20,0.99955083231499
2015-01-21,0.9996187594262316
2015-01-22,0.9997260188392709
2015-01-23,0.9998669455608366
2015-01-24,1.000032355664307
2015-01-25,1.0002101300863597
2015-01-26,1.0003861018130635
2015-01-27,1.0005451815650577
2015-01-28,1.0006726327702273
2015-01-29,1.0007553893455876
2015-01-30,1.0007833013533105
2015-01-31,1.0007501949799111
2015-02-01,1.0006546447119231
2015-02-02,1.00050037637718
2015-02-03,1.0002962483881326
2015-02-04,1.0000557928398521
2015-02-05,0.9997963353061852
2015-02-06,0.9995377491385994
2015-02-07,0.9993009336244315
2015-02-08,0.9991061325200161
2015-02-09,0.9989712277108931
2015-02-10,0.9989101502223403
2015-02-11,0.9989315465259342
2015-02-12,0.9990378220441037
2015-02-13,0.999224656916622
2015-02-14,0.9994810533638109
2015-02-15,0.9997899320601682
2015-02-16,1.0001292501127115
2015-02-17,1.0004735691541178
2015-02-18,1.0007959623951515
2015-02-19,1.0010701176623409
2015-02-20,1.0012724723536117
2015-02-21,1.0013842079464879
2015-02-22,1.00139293725693
2015-02-23,1.0012939370226361
2015-02-24,1.0010908103890863
2015-02-25,1.0007955062660419
2015-02-26,1.0004276721515486
2015-02-27,1.000013370073236
2015-02-28,0.9995832375708926
2015-03-01,0.9991702228781036
2015-03-02,0.9988070616767515
2015-03-03,0.9985236886404866
2015-03-04,0.9983447880154899
2015-03-05,0.998287682419234
2015-03-06,0.9983607378583712
2015-03-07,0.998562426962797
2015-03-08,0.9988811441067242
2015-03-09,0.9992958089775981
2015-03-10,0.9997772335790566
2015-03-11,1.0002901663997683
2015-03-12,1.0007958714375125
2015-03-13,1.0012550535510065
2015-03-14,1.0016309091724107
2015-03-15,1.0018920656926948
2015-03-16,1.002015175489136
2015-03-17,1.001986951812408
2015-03-18,1.0018054723214307
2015-03-19,1.001480629285572
2015-03-20,1.0010336695063549
2015-03-21,1.0004958370655226
2015-03-22,0.9999062027255413
2015-03-23,0.9993088296447863
2015-03-24,0.998749480707515
2015-03-25,0.998272113558105
2015-03-26,0.9979154317907396
2015-03-27,0.99770976250267
2015-03-28,0.9976745110073765
2015-03-29,0.9978164040364553
2015-03-30,0.9981286759421963
2015-03-31,0.998591282337888
2015-04-01,0.9991721474560429
2015-04-02,0.9998293711625865
2015-04-03,1.000514245241104
2015-04-04,1.001174862311859
2015-04-05,1.001760050006095
2015-04-06,1.0022233321145544
2015-04-07,1.0025266102129151
2015-04-08,1.0026432748078595
2015-04-09,1.0025604935379888
2015-04-10,1.0022804827830278
2015-04-11,1.0018206439649007
2015-04-12,1.0012125313719709
2015-04-13,1.0004997081219325
2015-04-14,0.9997346340652999
2015-04-15,0.9989748072111063
2015-04-16,0.9982784423619823
2015-04-17,0.9977000118792001
2015-04-18,0.9972859902106415
2015-04-19,0.9970711342646447
2015-04-20,0.9970755962408349
2015-04-21,0.9973031065252015
2015-04-22,0.9977403859447904
2015-04-23,0.9983578547730736
2015-04-24,0.999111607174007
2015-04-25,0.9999465216880371
2015-04-26,1.000800288442407
2015-04-27,1.0016080591415655
2015-04-28,1.0023073726976073
2015-04-29,1.002842982177021
2015-04-30,1.0031712101402444
2015-05-01,1.0032634897334072
2015-05-02,1.0031088060593631
2015-05-03,1.0027148323136634
2015-05-04,1.0021076520914396
2015-05-05,1.0013300660328806
2015-05-06,1.0004385896446641
2015-05-07,0.9994993514722901
2015-05-08,0.9985831888147843
2015-05-09,0.9977603047470623
