date,value
2015-01-01,3.0
2015-01-02,3.611429826265052
2015-01-03,4.174199062209415
2015-01-04,4.644668731598223
2015-01-05,4.988681650769701
2015-01-06,5.1849644481022565
2015-01-07,5.227096580606651
2015-01-08,5.1238363445343165
2015-01-09,4.8977824743236855
2015-01-10,4.582540323445628
2015-01-11,4.218731685590223
2015-01-12,3.849317316789288
2015-01-13,3.514776143508677
2015-01-14,3.248696438792209
2015-01-15,3.0742808268893977
2015-01-16,3.0021553216280896
2015-01-17,3.029716006469384
2015-01-18,3.1420639543745494
2015-01-19,3.314391150149044
2015-01-20,3.5155096226638634
2015-01-21,3.7120827471440894
2015-01-22,3.8730373373873133
2015-01-23,3.973617055064034
2015-01-24,3.9985838082804466
2015-01-25,3.9441786059620574
2015-01-26,3.8186042746665856
2015-01-27,3.640971587384051
2015-01-28,3.438836433404897
2015-01-29,3.244626590739848
2015-01-30,3.091392149051675
2015-01-31,3.008397550157376
2015-02-01,3.0170955222402447
2015-02-02,3.1279811060334177
2015-02-03,3.3387223278197204
2015-02-04,3.6338147240303433
2015-02-05,3.9858273730609155
2015-02-06,4.3581194439671815
2015-02-07,4.708730748097309
2015-02-08,4.995008103341942
2015-02-09,5.178438284474546
2015-02-10,5.2291288200862835
2015-02-11,5.129413594361634
2015-02-12,4.876157169970124
2015-02-13,4.481478831820132
2015-02-14,3.971797537508161
2015-02-15,3.3852913258969117
2015-02-16,2.7680469030868275
2015-02-17,2.169325881475129
2015-02-18,1.6364759253011356
2015-02-19,1.2100559904734325
2015-02-20,0.9197201647824036
2015-02-21,0.7813171946630226
2015-02-22,0.7955228179990197
2015-02-23,0.9481458210151561
2015-02-24,1.2120568239491722
2015-02-25,1.5505035066895954
2015-02-26,1.9214188397687497
2015-02-27,2.282218094662692
2015-02-28,2.5945287289526124
2015-03-01,2.828310500220662
2015-03-02,2.964899573028948
2015-03-03,2.9986407723320614
2015-03-04,2.9369410269061906
2015-03-05,2.798764480785944
2015-03-06,2.6117736404801533
2015-03-07,2.4084796466455396
2015-03-08,2.2218796909668814
2015-03-09,2.081117311517674
2015-03-10,2.0076951252274817
2015-03-11,2.012700367756121
2015-03-12,2.0953797148424145
2015-03-13,2.243236010407639
2015-03-14,2.4336351894029717
2015-03-15,2.6367287359973153
2015-03-16,2.819337174830535
2015-03-17,2.9493223466777274
2015-03-18,2.999914600434894
2015-03-19,2.9534629541122253
2015-03-20,2.8041416568190978
2015-03-21,2.5592678483726576
2015-03-22,2.2390479830754044
2015-03-23,1.874756234419162
2015-03-24,1.5055344026533513
2015-03-25,1.1741679451947602
2015-03-26,0.9223171235511369
2015-03-27,0.7857511340967474
2015-03-28,0.7901381712512032
2015-03-29,0.9478848333414986
2015-03-30,1.25640086890272
2015-03-31,1.6980035105436562
2015-04-01,2.241488303534041
2015-04-02,2.845202177883456
2015-04-03,3.4612817830037135
2015-04-04,4.040585923366838
2015-04-05,4.5377709403889
2015-04-06,4.915941406040134
2015-04-07,5.150357448923563
2015-04-08,5.230788715882197
2015-04-09,5.162260712578994
2015-04-10,4.964123918047922
2015-04-11,4.667568130372766
2015-04-12,4.31188163532576
2015-04-13,3.9398964344536345
2015-04-14,3.593150540426286
2015-04-15,3.3073259539804587
2015-04-16,3.1084833763009603
2015-04-17,3.010516612521802
2015-04-18,3.014102694343107
2015-04-19,3.1072453970895255
2015-04-20,3.26732110031464
2015-04-21,3.4643590638402384
2015-04-22,3.6651439453446883
2015-04-23,3.837633673471696
2015-04-24,3.9551516512987117
2015-04-25,3.999842583061343
2015-04-26,3.9649722706059554
2015-04-27,3.8557926313555377
2015-04-28,3.6888671865050107
2015-04-29,3.4899386967802837
2015-04-30,3.2905973585722923
2015-05-01,3.1241540329568283
2015-05-02,3.02122099642974
2015-05-03,3.005540970492753
2015-05-04,3.090579048114628
2015-05-05,3.277304528397588
2015-05-06,3.553450795969302
2015-05-07,3.8943675042566652
2015-05-08,4.265390865939191
2015-05-09,4.625477004296618
2015-05-10,4.931691414783731
2015-05-11,5.144042610792442
2015-05-12,5.230102492604141
2015-05-13,5.168875446471547
2015-05-14,4.953460603033035
2015-05-15,4.592187631622398
2015-05-16,4.108080205881475
2015-05-17,3.5366926823648543
2015-05-18,2.9225523298796574
2015-05-19,2.3145998853319716
2015-05-20,1.761136598897045
2015-05-21,1.304842817361753
2015-05-22,0.978424907036437
2015-05-23,0.8013748983483362
2015-05-24,0.7781990862781294
2015-05-25,0.8983028803352555
2015-05-26,1.137529145349996
2015-05-27,1.4611582314123641
2015-05-28,1.8280118316279461
2015-05-29,2.195178986306636
2015-05-30,2.52281526046644
2015-05-31,2.7784630125805747
2015-06-01,2.9404018785042654
2015-06-02,2.99965671976779
2015-06-03,2.9604512833218704
2015-06-04,2.8390806492544858
2015-06-05,2.661362409283481
2015-06-06,2.4589934359983663
2015-06-07,2.265266476322628
2015-06-08,2.1106737292558497
2015-06-09,2.0189345828732597
2015-06-10,2.0039307519915486
2015-06-11,2.0679206827647247
2015-06-12,2.201249553183854
2015-06-13,2.3835899835823
2015-06-14,2.5865631892664744
2015-06-15,2.7774227598017163
2015-06-16,2.9233534362164817
2015-06-17,2.9958606312289078
2015-06-18,2.974712181317945
2015-06-19,2.8509437600199816
2015-06-20,2.6285477694189074
2015-06-21,2.3246197049177435
2015-06-22,1.9679178765422825
2015-06-23,1.595980585144369
2015-06-24,1.2511172194126117
2015-06-25,0.9757258996982046
2015-06-26,0.8074740971984395
2015-06-27,0.7749000642945201
2015-06-28,0.893949185189141
2015-06-29,1.1658553869288415
2015-06-30,1.576625497179969
2015-07-01,2.0982015277362853
2015-07-02,2.691183546748324
2015-07-03,3.3088164532516444
2015-07-04,3.9017984722636854
2015-07-05,4.423374502820009
2015-07-06,4.83414461307115
2015-07-07,5.106050814810853
2015-07-08,5.225099935705482
2015-07-09,5.192525902801569
2015-07-10,5.024274100301805
2015-07-11,4.748882780587413
2015-07-12,4.404019414855652
2015-07-13,4.032082123457738
2015-07-14,3.67538029508227
2015-07-15,3.371452230581111
2015-07-16,3.1490562399800206
2015-07-17,3.025287818682051
2015-07-18,3.004139368771087
2015-07-19,3.0766465637834988
2015-07-20,3.2225772401982673
2015-07-21,3.4134368107335136
2015-07-22,3.6164100164176953
2015-07-23,3.798750446816131
2015-07-24,3.9320793172352695
2015-07-25,3.9960692480084496
2015-07-26,3.981065417126743
2015-07-27,3.889326270744164
2015-07-28,3.734733523677386
2015-07-29,3.54100656400165
2015-07-30,3.3386375907165293
2015-07-31,3.1609193507455307
2015-08-01,3.0395487166781354
2015-08-02,3.0003432802322103
2015-08-03,3.059598121495731
2015-08-04,3.221536987419415
2015-08-05,3.477184739533547
2015-08-06,3.804821013693347
2015-08-07,4.1719881683720415
2015-08-08,4.538841768587609
2015-08-09,4.862470854649986
2015-08-10,5.101697119664733
2015-08-11,5.22180091372187
2015-08-12,5.1986251016516665
2015-08-13,5.021575092963571
2015-08-14,4.695157182638264
2015-08-15,4.238863401102972
2015-08-16,3.6854001146680617
2015-08-17,3.077447670120371
2015-08-18,2.4633073176351674
2015-08-19,1.89191979411854
2015-08-20,1.407812368377622
2015-08-21,1.0465393969669796
2015-08-22,0.8311245535284595
2015-08-23,0.769897507395858
2015-08-24,0.855957389207544
2015-08-25,1.068308585216254
2015-08-26,1.3745229957033618
2015-08-27,1.734609134060797
2015-08-28,2.1056324957433095
2015-08-29,2.446549204030688
2015-08-30,2.722695471602406
2015-08-31,2.909420951885364
2015-09-01,2.9944590295072486
2015-09-02,2.9787790035702635
2015-09-03,2.8758459670431846
2015-09-04,2.709402641427715
2015-09-05,2.5100613032197376
2015-09-06,2.3111328134950027
2015-09-07,2.144207368644472
2015-09-08,2.035027729394048
2015-09-09,2.0001574169386567
2015-09-10,2.044848348701284
2015-09-11,2.1623663265282955
2015-09-12,2.3348560546553068
2015-09-13,2.5356409361597394
2015-09-14,2.7326788996853457
2015-09-15,2.8927546029104634
2015-09-16,2.9858973056568905
2015-09-17,2.9894833874781934
2015-09-18,2.89151662369904
2015-09-19,2.692674046019548
2015-09-20,2.4068494595737286
2015-09-21,2.0601035655463917
2015-09-22,1.6881183646742624
2015-09-23,1.3324318696272517
2015-09-24,1.0358760819520862
2015-09-25,0.8377392874210221
2015-09-26,0.7692112841178051
2015-09-27,0.8496425510764332
2015-09-28,1.084058593959857
2015-09-29,1.4622290596110792
2015-09-30,1.9594140766331423
2015-10-01,2.5387182169962546
2015-10-02,3.1547978221165165
2015-10-03,3.7585116964659218
2015-10-04,4.30199648945632
2015-10-05,4.743599131097266
2015-10-06,5.052115166658492
2015-10-07,5.2098618287487986
2015-10-08,5.21424886590326
2015-10-09,5.0776828764488755
2015-10-10,4.825832054805254
2015-10-11,4.494465597346675
2015-10-12,4.125243765580863
2015-10-13,3.7609520169246164
2015-10-14,3.440732151627353
2015-10-15,3.1958583431809116
2015-10-16,3.0465370458877747
2015-10-17,3.000085399565102
2015-10-18,3.050677653322265
2015-10-19,3.1806628251694433
2015-10-20,3.363271264002664
2015-10-21,3.5663648105970163
2015-10-22,3.7567639895923537
2015-10-23,3.9046202851575744
2015-10-24,3.9872996322438756
2015-10-25,3.9923048747725205
2015-10-26,3.9188826884823316
2015-10-27,3.7781203090331354
2015-10-28,3.591520353354478
2015-10-29,3.388226359519863
2015-10-30,3.201235519214067
2015-10-31,3.063058973093829
2015-11-01,3.0013592276679417
2015-11-02,3.0351004269710495
2015-11-03,3.1716894997793306
2015-11-04,3.40547127104737
2015-11-05,3.71778190533729
2015-11-06,4.078581160231231
2015-11-07,4.449496493310388
2015-11-08,4.787943176050803
2015-11-09,5.051854178984827
2015-11-10,5.204477182000975
2015-11-11,5.218682805336976
2015-11-12,5.0802798352176035
2015-11-13,4.789944009526581
2015-11-14,4.363524074698886
2015-11-15,3.830674118524888
2015-11-16,3.231953096913207
2015-11-17,2.6147086741031242
